run_id,window_start,window_end,window_seconds,scenario,label,is_anomaly
run_a,2026-08-31T16:00:33.781641+00:00,2026-08-31T16:00:43.870973+00:00,10.089,normal,normal,0
run_a,2026-08-31T16:00:43.870973+00:00,2026-08-31T16:00:53.947056+00:00,10.076,normal,normal,0
run_a,2026-08-31T16:00:53.947056+00:00,2026-08-31T16:01:04.038096+00:00,10.091,normal,normal,0
run_a,2026-08-31T16:01:04.038096+00:00,2026-08-31T16:01:14.084220+00:00,10.046,normal,normal,0
run_a,2026-08-31T16:01:14.084220+00:00,2026-08-31T16:01:24.138558+00:00,10.054,normal,normal,0
run_a,2026-08-31T16:01:24.138558+00:00,2026-08-31T16:01:34.198555+00:00,10.06,normal,normal,0
run_a,2026-08-31T16:01:48.328477+00:00,2026-08-31T16:01:58.671697+00:00,10.343,latency,latency_anomaly,1
run_a,2026-08-31T16:01:58.671697+00:00,2026-08-31T16:02:08.757792+00:00,10.086,latency,latency_anomaly,1
run_a,2026-08-31T16:02:08.757792+00:00,2026-08-31T16:02:18.819229+00:00,10.061,latency,latency_anomaly,1
run_a,2026-08-31T16:02:18.819229+00:00,2026-08-31T16:02:29.143701+00:00,10.324,latency,latency_anomaly,1
run_a,2026-08-31T16:02:29.143701+00:00,2026-08-31T16:02:39.484192+00:00,10.34,latency,latency_anomaly,1
run_a,2026-08-31T16:02:39.484192+00:00,2026-08-31T16:02:49.563518+00:00,10.079,latency,latency_anomaly,1
run_a,2026-08-31T16:03:03.906832+00:00,2026-08-31T16:03:14.001462+00:00,10.095,normal,normal,0
run_a,2026-08-31T16:03:14.001462+00:00,2026-08-31T16:03:24.084165+00:00,10.083,normal,normal,0
run_a,2026-08-31T16:03:24.084165+00:00,2026-08-31T16:03:34.157018+00:00,10.073,normal,normal,0
run_a,2026-08-31T16:03:34.157018+00:00,2026-08-31T16:03:44.238375+00:00,10.081,normal,normal,0
run_a,2026-08-31T16:03:44.238375+00:00,2026-08-31T16:03:54.320508+00:00,10.082,normal,normal,0
run_a,2026-08-31T16:03:54.320508+00:00,2026-08-31T16:04:04.397171+00:00,10.077,normal,normal,0
run_a,2026-08-31T16:04:18.710721+00:00,2026-08-31T16:04:28.767311+00:00,10.057,errors,error_anomaly,1
run_a,2026-08-31T16:04:28.767311+00:00,2026-08-31T16:04:38.814837+00:00,10.048,errors,error_anomaly,1
run_a,2026-08-31T16:04:38.814837+00:00,2026-08-31T16:04:48.875548+00:00,10.061,errors,error_anomaly,1
run_a,2026-08-31T16:04:48.875548+00:00,2026-08-31T16:04:58.929698+00:00,10.054,errors,error_anomaly,1
run_a,2026-08-31T16:04:58.929698+00:00,2026-08-31T16:05:08.984369+00:00,10.055,errors,error_anomaly,1
run_a,2026-08-31T16:05:08.984369+00:00,2026-08-31T16:05:19.032627+00:00,10.048,errors,error_anomaly,1
run_a,2026-08-31T16:05:33.122037+00:00,2026-08-31T16:05:43.185068+00:00,10.063,normal,normal,0
run_a,2026-08-31T16:05:43.185068+00:00,2026-08-31T16:05:53.235152+00:00,10.05,normal,normal,0
run_a,2026-08-31T16:05:53.235152+00:00,2026-08-31T16:06:03.287813+00:00,10.053,normal,normal,0
run_a,2026-08-31T16:06:03.287813+00:00,2026-08-31T16:06:13.342158+00:00,10.054,normal,normal,0
run_a,2026-08-31T16:06:13.342158+00:00,2026-08-31T16:06:23.391323+00:00,10.049,normal,normal,0
run_a,2026-08-31T16:06:23.391323+00:00,2026-08-31T16:06:33.448381+00:00,10.057,normal,normal,0
run_a,2026-08-31T16:06:47.584883+00:00,2026-08-31T16:06:57.645428+00:00,10.061,surge,traffic_surge,1
run_a,2026-08-31T16:06:57.645428+00:00,2026-08-31T16:07:07.720342+00:00,10.075,surge,traffic_surge,1
run_a,2026-08-31T16:07:07.720342+00:00,2026-08-31T16:07:17.797727+00:00,10.077,surge,traffic_surge,1
run_a,2026-08-31T16:07:17.797727+00:00,2026-08-31T16:07:27.878731+00:00,10.081,surge,traffic_surge,1
run_a,2026-08-31T16:07:27.878731+00:00,2026-08-31T16:07:37.961411+00:00,10.083,surge,traffic_surge,1
run_a,2026-08-31T16:07:37.961411+00:00,2026-08-31T16:07:48.304359+00:00,10.343,surge,traffic_surge,1
run_a,2026-08-31T16:08:02.441067+00:00,2026-08-31T16:08:12.517833+00:00,10.077,normal,normal,0
run_a,2026-08-31T16:08:12.517833+00:00,2026-08-31T16:08:22.598106+00:00,10.08,normal,normal,0
run_a,2026-08-31T16:08:22.598106+00:00,2026-08-31T16:08:32.698107+00:00,10.1,normal,normal,0
run_a,2026-08-31T16:08:32.698107+00:00,2026-08-31T16:08:42.769639+00:00,10.072,normal,normal,0
run_a,2026-08-31T16:08:42.769639+00:00,2026-08-31T16:08:52.854092+00:00,10.084,normal,normal,0
run_a,2026-08-31T16:08:52.854092+00:00,2026-08-31T16:09:02.934865+00:00,10.081,normal,normal,0
run_a,2026-08-31T16:09:17.165598+00:00,2026-08-31T16:09:27.251840+00:00,10.086,recovery,recovery,0
run_a,2026-08-31T16:09:27.251840+00:00,2026-08-31T16:09:37.347728+00:00,10.096,recovery,recovery,0
run_a,2026-08-31T16:09:37.347728+00:00,2026-08-31T16:09:47.413408+00:00,10.066,recovery,recovery,0
run_a,2026-08-31T16:09:47.413408+00:00,2026-08-31T16:09:57.483279+00:00,10.07,recovery,recovery,0
run_a,2026-08-31T16:09:57.483279+00:00,2026-08-31T16:10:07.553377+00:00,10.07,recovery,recovery,0
run_a,2026-08-31T16:10:07.553377+00:00,2026-08-31T16:10:17.632360+00:00,10.079,recovery,recovery,0
run_a,2026-08-31T16:10:31.948445+00:00,2026-08-31T16:10:42.032049+00:00,10.084,normal,normal,0
run_a,2026-08-31T16:10:42.032049+00:00,2026-08-31T16:10:52.113470+00:00,10.081,normal,normal,0
run_a,2026-08-31T16:10:52.113470+00:00,2026-08-31T16:11:02.193501+00:00,10.08,normal,normal,0
run_a,2026-08-31T16:11:02.193501+00:00,2026-08-31T16:11:12.266393+00:00,10.073,normal,normal,0
run_a,2026-08-31T16:11:12.266393+00:00,2026-08-31T16:11:22.349015+00:00,10.083,normal,normal,0
run_a,2026-08-31T16:11:22.349015+00:00,2026-08-31T16:11:32.421377+00:00,10.072,normal,normal,0
run_a,2026-08-31T16:11:46.680220+00:00,2026-08-31T16:11:56.761037+00:00,10.081,latency,latency_anomaly,1
run_a,2026-08-31T16:11:56.761037+00:00,2026-08-31T16:12:06.830132+00:00,10.069,latency,latency_anomaly,1
run_a,2026-08-31T16:12:06.830132+00:00,2026-08-31T16:12:16.916707+00:00,10.087,latency,latency_anomaly,1
run_a,2026-08-31T16:12:16.916707+00:00,2026-08-31T16:12:26.988254+00:00,10.072,latency,latency_anomaly,1
run_a,2026-08-31T16:12:26.988254+00:00,2026-08-31T16:12:37.080918+00:00,10.093,latency,latency_anomaly,1
run_a,2026-08-31T16:12:37.080918+00:00,2026-08-31T16:12:47.449737+00:00,10.369,latency,latency_anomaly,1
run_a,2026-08-31T16:13:01.887591+00:00,2026-08-31T16:13:11.958878+00:00,10.071,normal,normal,0
run_a,2026-08-31T16:13:11.958878+00:00,2026-08-31T16:13:22.034142+00:00,10.075,normal,normal,0
run_a,2026-08-31T16:13:22.034142+00:00,2026-08-31T16:13:32.104272+00:00,10.07,normal,normal,0
run_a,2026-08-31T16:13:32.104272+00:00,2026-08-31T16:13:42.192444+00:00,10.088,normal,normal,0
run_a,2026-08-31T16:13:42.192444+00:00,2026-08-31T16:13:52.273397+00:00,10.081,normal,normal,0
run_a,2026-08-31T16:13:52.273397+00:00,2026-08-31T16:14:02.345248+00:00,10.072,normal,normal,0
run_a,2026-08-31T16:14:16.717257+00:00,2026-08-31T16:14:26.786989+00:00,10.07,errors,error_anomaly,1
run_a,2026-08-31T16:14:26.786989+00:00,2026-08-31T16:14:36.863977+00:00,10.077,errors,error_anomaly,1
run_a,2026-08-31T16:14:36.863977+00:00,2026-08-31T16:14:46.911363+00:00,10.047,errors,error_anomaly,1
run_a,2026-08-31T16:14:46.911363+00:00,2026-08-31T16:14:56.962169+00:00,10.051,errors,error_anomaly,1
run_a,2026-08-31T16:14:56.962169+00:00,2026-08-31T16:15:07.016623+00:00,10.054,errors,error_anomaly,1
run_a,2026-08-31T16:15:07.016623+00:00,2026-08-31T16:15:17.065698+00:00,10.049,errors,error_anomaly,1
run_a,2026-08-31T16:15:31.165747+00:00,2026-08-31T16:15:41.214600+00:00,10.049,normal,normal,0
run_a,2026-08-31T16:15:41.214600+00:00,2026-08-31T16:15:51.265356+00:00,10.051,normal,normal,0
run_a,2026-08-31T16:15:51.265356+00:00,2026-08-31T16:16:01.314899+00:00,10.05,normal,normal,0
run_a,2026-08-31T16:16:01.314899+00:00,2026-08-31T16:16:11.375119+00:00,10.06,normal,normal,0
run_a,2026-08-31T16:16:11.375119+00:00,2026-08-31T16:16:21.422561+00:00,10.047,normal,normal,0
run_a,2026-08-31T16:16:21.422561+00:00,2026-08-31T16:16:31.479138+00:00,10.057,normal,normal,0
run_a,2026-08-31T16:16:45.612630+00:00,2026-08-31T16:16:55.660460+00:00,10.048,surge,traffic_surge,1
run_a,2026-08-31T16:16:55.660460+00:00,2026-08-31T16:17:05.716161+00:00,10.056,surge,traffic_surge,1
run_a,2026-08-31T16:17:05.716161+00:00,2026-08-31T16:17:15.768781+00:00,10.053,surge,traffic_surge,1
run_a,2026-08-31T16:17:15.768781+00:00,2026-08-31T16:17:25.837116+00:00,10.068,surge,traffic_surge,1
run_a,2026-08-31T16:17:25.837116+00:00,2026-08-31T16:17:35.900115+00:00,10.063,surge,traffic_surge,1
run_a,2026-08-31T16:17:35.900115+00:00,2026-08-31T16:17:45.949659+00:00,10.05,surge,traffic_surge,1
run_a,2026-08-31T16:18:00.281620+00:00,2026-08-31T16:18:10.341915+00:00,10.06,normal,normal,0
run_a,2026-08-31T16:18:10.341915+00:00,2026-08-31T16:18:20.406648+00:00,10.065,normal,normal,0
run_a,2026-08-31T16:18:20.406648+00:00,2026-08-31T16:18:30.462695+00:00,10.056,normal,normal,0
run_a,2026-08-31T16:18:30.462695+00:00,2026-08-31T16:18:40.512231+00:00,10.05,normal,normal,0
run_a,2026-08-31T16:18:40.512231+00:00,2026-08-31T16:18:50.566962+00:00,10.055,normal,normal,0
run_a,2026-08-31T16:18:50.566962+00:00,2026-08-31T16:19:00.621829+00:00,10.055,normal,normal,0
run_a,2026-08-31T16:19:14.738993+00:00,2026-08-31T16:19:24.800068+00:00,10.061,recovery,recovery,0
run_a,2026-08-31T16:19:24.800068+00:00,2026-08-31T16:19:34.847660+00:00,10.048,recovery,recovery,0
run_a,2026-08-31T16:19:34.847660+00:00,2026-08-31T16:19:44.895833+00:00,10.048,recovery,recovery,0
run_a,2026-08-31T16:19:44.895833+00:00,2026-08-31T16:19:54.956035+00:00,10.06,recovery,recovery,0
run_a,2026-08-31T16:19:54.956035+00:00,2026-08-31T16:20:05.007060+00:00,10.051,recovery,recovery,0
run_a,2026-08-31T16:20:05.007060+00:00,2026-08-31T16:20:15.067537+00:00,10.06,recovery,recovery,0
run_a,2026-08-31T16:20:29.208204+00:00,2026-08-31T16:20:39.260858+00:00,10.053,normal,normal,0
